Temp,Humidity,dB,Hz,Hive
15.1,73.26,37.34,128.49,Control 1
14.94,74.43,37.19,128.35,Control 1
13.86,75.24,37.17,128.65,Control 1
13.57,75.71,37.22,128.64,Control 1
12.11,76.56,37.16,129.82,Control 1
12.76,76.36,37.24,130.39,Control 1
13.69,76.21,37.02,132.8,Control 1
13.48,75.35,37.1,132.05,Control 1
13.52,74.95,37,131.57,Control 1
13.84,75.36,36.99,132.04,Control 1
13.98,75.25,37.28,130.74,Control 1
14,74.69,37.45,130.3,Control 1
14.05,74.21,37.66,127.61,Control 1
14.51,74.41,37.65,129.34,Control 1
15.04,73.61,37.57,127.72,Control 1
14.93,72.21,37.56,129.32,Control 1
17.03,73.7,37.61,127.01,Control 1
18.82,71.1,37.74,127.59,Control 1
21.76,68.36,37.74,128.43,Control 1
22.57,65.4,37.78,126.6,Control 1
22.64,64.44,37.73,128.63,Control 1
20.45,60.89,37.78,128.35,Control 1
17.72,60.51,37.59,127.96,Control 1
14.82,67.81,37.42,127.45,Control 1
13.58,71.44,37.44,127.95,Control 1
12.12,71.75,37.28,127.88,Control 1
10.97,75.42,37.48,127.71,Control 1
9.79,78.3,37.64,125.1,Control 1
8.49,79.8,37.42,130.44,Control 1
7.51,80.35,37.03,132.03,Control 1
6.82,80.63,37.18,131.84,Control 1
6.26,80.95,37.09,131.16,Control 1
5.87,80.58,37.4,131.39,Control 1
5.59,80.34,37.16,130.32,Control 1
5.14,80.05,37.46,128.91,Control 1
NA,80.12,37.65,129.1,Control 1
NA,79.71,37.58,128.49,Control 1
5.56,79.07,37.58,129.45,Control 1
8.56,82.12,37.49,130.93,Control 1
12.06,82.96,37.48,129.48,Control 1
16.6,77.4,37.6,130.83,Control 1
17.45,69.86,37.49,129.29,Control 1
19.55,72.92,37.55,130.44,Control 1
20.26,75.55,37.58,130.2,Control 1
19.15,74.59,37.64,131.36,Control 1
17.85,74.64,37.63,127.6,Control 1
14.87,75.38,37.45,129.16,Control 1
10.8,76.96,37.52,126.51,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
11,74.4,37.15,132.75,Control 1
10.97,74.16,37.19,132.06,Control 1
10.54,73.46,37.36,133.63,Control 1
10.79,74.99,37.07,130.74,Control 1
10.04,74.54,37.58,165.13,Control 1
9.16,75.21,38.58,237.3,Control 1
8.86,75.02,38.72,241.05,Control 1
8.59,74.99,38.35,178.93,Control 1
8.65,75.18,37.79,140.42,Control 1
8.84,74.97,37.51,129.92,Control 1
8.9,75.19,37.58,127.16,Control 1
9.33,76.03,37.68,131.19,Control 1
9.7,76.38,37.55,128.62,Control 1
9.88,76.95,37.59,133.23,Control 1
9.79,76.96,37.64,139.78,Control 1
9.77,77.17,37.54,131.21,Control 1
9.82,76.4,37.48,127.8,Control 1
9.36,76.54,37.39,126.24,Control 1
9.52,76.37,37.56,128.28,Control 1
9.75,75.29,37.54,129.31,Control 1
8.66,73.46,37.36,129.94,Control 1
8.05,75.05,37.25,129.08,Control 1
7.42,75.37,37.31,129.57,Control 1
6.55,75.54,37.3,131.03,Control 1
6.27,76.44,37.19,130.63,Control 1
6.36,76.41,37.33,131.84,Control 1
6.07,75.77,37.29,133.07,Control 1
5.35,74.96,37.24,131.7,Control 1
NA,75.25,36.97,133.83,Control 1
NA,75.93,37.25,132.29,Control 1
NA,75.63,37.33,130.84,Control 1
NA,75.65,37.33,130.02,Control 1
NA,76.3,37.29,132.47,Control 1
6.4,81.09,37.21,130.96,Control 1
8.59,87.08,37.24,132.09,Control 1
13.13,84.63,37.23,128.97,Control 1
15,83.45,37.71,126.16,Control 1
28.07,86.3,38.63,134.77,Control 2
27.04,87.47,38.6,134.26,Control 2
25.79,89.5,38.59,130.21,Control 2
24.88,91.35,38.55,135.36,Control 2
24.34,93.33,38.53,133.94,Control 2
23.89,94.72,38.52,134.01,Control 2
23.58,96.28,38.57,129.18,Control 2
23.32,96.7,38.5,134.42,Control 2
23.09,96.88,38.54,134.77,Control 2
23.19,97.62,38.51,136.63,Control 2
23.46,96.54,38.53,131.02,Control 2
23.04,97.13,38.53,130.74,Control 2
23.34,97.03,38.57,130.93,Control 2
24.37,97.96,38.58,130.93,Control 2
26.21,96.87,38.59,128.52,Control 2
31.04,96.6,38.65,132.42,Control 2
34.7,94.16,38.73,132.14,Control 2
37.33,86.02,38.73,133.25,Control 2
39.07,80.5,38.72,131.31,Control 2
39.99,80.01,38.74,130.29,Control 2
39.87,81.01,38.74,130.47,Control 2
38.88,78.32,38.74,130.16,Control 2
37.11,83.36,38.72,130.89,Control 2
34.62,84.1,38.68,132.05,Control 2
32.06,84.29,38.67,129.11,Control 2
30.67,85.6,38.66,131.4,Control 2
29.78,85.93,38.64,130.66,Control 2
28.98,87.21,38.62,128.53,Control 2
28.38,89.19,38.62,129.35,Control 2
27.99,91.07,38.64,127.62,Control 2
27.83,91.88,38.6,127.93,Control 2
27.63,92.72,38.6,126.52,Control 2
27.28,93.72,38.57,130.3,Control 2
26.97,94.43,38.57,130.35,Control 2
26.68,95.55,38.56,129.68,Control 2
26.6,96.37,38.63,127.79,Control 2
26.77,95.54,38.6,128.2,Control 2
27.34,95.74,38.64,128.92,Control 2
29.09,95.09,38.65,129.42,Control 2
31.87,93.77,38.7,127.49,Control 2
35.05,93.42,38.73,127.55,Control 2
38.05,85.51,38.74,129,Control 2
39.21,80.9,38.75,129.15,Control 2
39.37,78.05,38.75,128.88,Control 2
39.03,79.25,38.75,128.02,Control 2
38.23,76.94,38.76,128.5,Control 2
36.4,77.09,38.71,126.41,Control 2
34.38,81.03,38.7,127.97,Control 2
32.77,81.67,38.7,127.19,Control 2
32.04,81.97,38.67,128.3,Control 2
30.28,85.07,39.08,277.49,Control 2
28.73,91.73,38.63,132.62,Control 2
28.46,93.53,38.6,131.19,Control 2
28.45,95.12,38.59,129.3,Control 2
28.05,95.26,38.6,129.74,Control 2
27.84,94.23,38.61,128.4,Control 2
27.54,94.83,38.59,128.7,Control 2
27.04,96.25,38.59,127.5,Control 2
26.82,97.59,38.59,127.97,Control 2
26.5,97.89,38.61,127.26,Control 2
26.47,98.85,38.59,126.18,Control 2
26.79,99.01,38.63,128.85,Control 2
28.12,98.76,38.62,125.98,Control 2
31.57,94.73,38.64,128.78,Control 2
34.49,92.01,38.68,128.21,Control 2
35.41,91.07,38.68,128.82,Control 2
37.62,85.32,38.7,128.69,Control 2
35.67,89.24,38.69,127.21,Control 2
35.43,89.54,38.7,128.6,Control 2
35.31,89.4,38.69,129.52,Control 2
32.43,88.6,38.67,137.14,Control 2
30.95,89.11,38.7,125.62,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
34.76,48.61,38.75,161.39,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
24.65,72.64,38.94,307.86,Control 2
23.81,71.99,38.5,138.86,Control 2
23,71.35,38.51,136.72,Control 2
22.19,72.75,38.49,130.92,Control 2
21.23,71.71,38.46,136.29,Control 2
20.13,72.52,38.52,132.36,Control 2
20.35,73.67,38.48,133.34,Control 2
20.47,73.75,38.44,133.87,Control 2
20.5,74.25,38.44,134.18,Control 2
20.46,74.36,38.48,134.46,Control 2
20.64,74.56,38.47,132.29,Control 2
20.57,74.63,38.47,134.99,Control 2
20.1,74.28,38.5,140.94,Control 2
19.71,74.68,38.45,135.08,Control 2
19.72,74.98,38.52,129.56,Control 2
20.39,75.67,38.55,133.64,Control 2
20.65,76.47,38.63,149.35,Control 2
21.12,76.95,38.61,151.7,Control 2
22.89,77.78,38.59,130.1,Control 2
25.04,74.79,38.61,129.65,Control 2
27.29,73.2,38.61,144.32,Control 2
26.03,74.91,38.6,140.79,Control 2
25.06,76.59,38.59,139.01,Control 2
25.67,76.46,38.62,132.29,Control 2
24.82,76.08,38.53,142.77,Control 2
27.1,74.62,38.59,130.41,Control 2
29.79,81.94,38.63,131.19,Control 2
31.52,82.25,38.64,129.24,Control 2
31.92,77.21,38.64,136.17,Control 2
30.3,80.63,38.64,132.16,Control 2
29.04,76.83,38.65,132.39,Control 2
27.22,74.52,38.62,134.95,Control 2
23.91,73.68,38.54,130.94,Control 2
21.15,73.65,38.51,128.83,Control 2
20.15,75.54,38.48,133.64,Control 2
19.69,75.89,38.53,125.63,Control 2
19.09,75.73,38.46,127.98,Control 2
17.72,75.73,38.45,132.76,Control 2
16.89,76.47,38.42,135.29,Control 2
16.52,76.65,38.44,133.87,Control 2
16.37,77.82,38.45,135.61,Control 2
16.18,77.89,38.4,137.11,Control 2
16.24,78.16,38.48,129.34,Control 2
15.45,78.08,38.44,130.54,Control 2
15.02,78.65,38.46,135.22,Control 2
16.23,80.81,38.51,131.49,Control 2
17.48,81.59,38.58,125.38,Control 2
18.76,84.12,38.54,131.56,Control 2
24.63,87.28,38.57,127.91,Control 2
29.24,87.13,38.62,127,Control 2
31.53,83.43,38.64,134.4,Control 2
32.49,81.33,38.65,133.22,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
16.74,75.71,38.44,129.42,Control 2
17.26,76.1,38.43,133.05,Control 2
17.55,78.23,38.43,128.52,Control 2
17.46,78.99,38.42,133.41,Control 2
17.4,79.11,38.44,133.93,Control 2
17.08,78.77,38.46,131.08,Control 2
16.77,79.21,38.52,140.73,Control 2
17.07,79.97,38.49,130.59,Control 2
17.8,81.15,38.55,136.42,Control 2
19.51,83.33,38.56,135.32,Control 2
24.75,84.94,38.6,128.8,Control 2
29.15,83.44,38.63,132.14,Control 2
32.42,79.83,38.66,130.26,Control 2
34.53,74.93,38.67,131.09,Control 2
34.98,74.25,38.68,127.28,Control 2
35.1,74.44,38.69,130.51,Control 2
34.03,76.01,38.67,133.73,Control 2
31.77,72.97,38.66,126.42,Control 2
28.19,69.98,38.61,130.31,Control 2
25.16,70.57,38.57,124.77,Control 2
23.7,71.65,38.57,124.41,Control 2
22.72,72.59,38.54,126.45,Control 2
21.6,72.9,38.55,121.97,Control 2
20.45,73.44,38.54,129.13,Control 2
19.59,74.25,38.5,132.7,Control 2
19.02,74.66,38.48,126.3,Control 2
18.73,75.04,38.48,130.99,Control 2
18.06,75.77,38.45,124.96,Control 2
17.91,76.52,38.41,128.91,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
25.02,74.46,38.62,128.69,Control 2
28.24,81.93,38.63,128.54,Control 2
31.52,75.89,38.64,128.14,Control 2
33.77,71.89,38.63,138.33,Control 2
34.51,71.9,38.64,135.14,Control 2
34.02,68.22,38.65,127.6,Control 2
32.22,67.76,38.64,131.35,Control 2
29.41,67.62,38.63,126.78,Control 2
25.06,64.91,38.56,134.6,Control 2
21.03,65.77,38.51,123.56,Control 2
19.63,67.95,38.47,129.62,Control 2
18.8,68.31,38.48,128.83,Control 2
18.64,69.01,38.47,131.1,Control 2
17.88,68.96,38.47,129.21,Control 2
17.63,69.79,38.42,130.66,Control 2
16.83,70.09,38.41,130.1,Control 2
16.56,70.4,38.46,133.46,Control 2
15.91,70.6,38.38,132.84,Control 2
16.23,71.56,38.4,135.66,Control 2
15.97,71.73,38.43,134.73,Control 2
15.64,71.98,38.47,141.83,Control 2
15.97,73.23,38.47,132.47,Control 2
17.04,74.61,38.54,138.67,Control 2
18.25,76.18,38.5,128.35,Control 2
19.63,77.63,38.57,128.27,Control 2
22.04,75.11,38.55,129.22,Control 2
22.59,74.84,38.58,134.26,Control 2
21.88,74.59,38.56,127.88,Control 2
22.92,75.38,38.57,133.03,Control 2
24.98,74.77,38.58,131.86,Control 2
26.14,74.1,38.63,128.23,Control 2
24.6,71.94,38.58,126.64,Control 2
21.1,69.21,38.51,130.06,Control 2
17.49,68.31,38.46,128.28,Control 2
15.83,68.3,38.42,130.73,Control 2
14.88,68.81,38.44,133.52,Control 2
14.18,68.66,38.37,134.38,Control 2
13.56,68.68,38.43,134.16,Control 2
13.09,68.68,38.38,132.48,Control 2
12.74,68.68,38.37,135.97,Control 2
12.33,68.5,38.38,133.44,Control 2
12.28,68.87,38.32,134.06,Control 2
11.86,68.53,38.33,135.15,Control 2
11.64,68.78,38.32,138.43,Control 2
11.02,68.8,38.37,134.27,Control 2
10.8,70.15,38.39,141.86,Control 2
11.54,71.51,38.39,135.83,Control 2
13.61,76.04,38.4,134.54,Control 2
19.87,79.88,38.48,133.1,Control 2
24.88,79.64,38.54,134.28,Control 2
27.41,75.59,38.6,135.23,Control 2
29.19,74.63,38.59,135.03,Control 2
30.71,75.63,38.62,141.21,Control 2
31.17,77.84,38.6,131.8,Control 2
29.24,70.66,38.6,130.38,Control 2
26.7,68.7,38.58,131.57,Control 2
22.79,68.47,38.5,137.85,Control 2
19.06,66.8,38.46,132.26,Control 2
16.99,67.15,38.39,135.26,Control 2
15.68,68.07,38.36,128.59,Control 2
14.91,68.85,38.42,137.1,Control 2
14.3,69.12,38.4,134.34,Control 2
13.65,69.45,38.36,136.14,Control 2
13.17,69.55,38.3,137.13,Control 2
13.17,70.12,38.37,137.91,Control 2
12.9,69.85,38.3,138.57,Control 2
12.56,70.28,38.33,139.14,Control 2
12.29,70.41,38.33,137.9,Control 2
11.96,70.76,38.37,132.07,Control 2
12.08,71.81,38.34,137.95,Control 2
13.49,74.2,38.36,136.54,Control 2
16.31,78.12,38.43,140.14,Control 2
22.06,80.8,38.51,136.76,Control 2
26.84,80.33,38.6,140.71,Control 2
30.13,76.75,38.65,137.66,Control 2
31.82,75.35,38.69,136.32,Control 2
32.58,73.2,38.68,132.5,Control 2
32.69,68.75,38.67,128.7,Control 2
31.79,63.32,38.65,130.51,Control 2
29.9,61.31,38.64,129.45,Control 2
26.52,64.12,38.59,127.66,Control 2
23.4,64.64,38.55,128.25,Control 2
21.53,65.8,38.51,127.22,Control 2
20.31,66.73,38.46,125.57,Control 2
19.24,67.68,38.46,128.55,Control 2
18.64,68.38,38.43,133.17,Control 2
17.55,69.11,38.44,130.43,Control 2
17.53,70.76,38.44,131.99,Control 2
18.77,71.67,38.47,137.8,Control 2
19.62,72.69,38.46,130.68,Control 2
19.54,72.75,38.44,141.66,Control 2
19.21,72.97,38.44,133.5,Control 2
19.89,73.62,38.47,134.14,Control 2
20.63,74.32,38.51,134.55,Control 2
21.3,74.83,38.53,137.97,Control 2
22.01,75.94,38.55,136.89,Control 2
23.39,76.26,38.6,136.38,Control 2
24.45,76.77,38.6,130.93,Control 2
26.26,75.01,38.62,130.62,Control 2
26.36,74.13,38.62,131.21,Control 2
26.35,75.19,38.61,131.79,Control 2
25.7,74.8,38.66,139.82,Control 2
25.1,77.01,38.65,148.24,Control 2
24.95,76.28,38.55,135.19,Control 2
24.57,74.49,38.56,137.57,Control 2
24.29,74.99,38.56,133.18,Control 2
24.01,74.93,38.54,134.28,Control 2
24.03,74.76,38.54,132.46,Control 2
24.23,74.66,38.55,129.01,Control 2
24.07,74.86,38.56,131.26,Control 2
23.67,75.12,38.57,139.36,Control 2
23.77,75.54,38.55,130.25,Control 2
24.2,75.43,38.55,130.78,Control 2
24.31,75.19,38.54,131.88,Control 2
24.32,74.88,38.55,133.93,Control 2
24.4,75.47,38.55,133.45,Control 2
24.47,75.39,38.57,128.88,Control 2
24.34,75.72,38.58,131.58,Control 2
24.93,76.27,38.62,135.63,Control 2
25.65,75.69,38.61,138.35,Control 2
25.94,75.3,38.64,130.04,Control 2
27.01,75.65,38.62,132.09,Control 2
28.25,75.17,38.65,135.05,Control 2
29.73,75.03,38.7,135.32,Control 2
31.1,73.12,38.66,129.61,Control 2
31.75,70.75,38.66,127.98,Control 2
29.04,67.49,38.95,271.15,Control 2
25.65,66.24,39.17,280.79,Control 2
24.34,63.54,38.79,160.59,Control 2
23.15,72.42,38.7,155.12,Control 2
21.95,72.11,38.77,171.8,Control 2
20.88,71.68,38.66,157.4,Control 2
20.6,72.37,38.68,158.86,Control 2
20.5,73.16,38.5,145.41,Control 2
20.4,73.82,38.48,141.49,Control 2
20.44,73.77,38.6,156.97,Control 2
20.11,74.3,38.67,169.13,Control 2
19.74,74.52,38.63,164.35,Control 2
18.6,73.08,38.49,144.15,Control 2
17.68,72.72,38.48,137.68,Control 2
16.91,73.07,38.47,133.56,Control 2
16.51,72.89,38.45,134.07,Control 2
16.5,73.39,38.48,132.17,Control 2
17.04,75.03,38.53,135.99,Control 2
16.19,75.78,38.5,132.21,Control 2
16.12,77.46,38.5,129.01,Control 2
16.56,77.49,38.5,127.59,Control 2
18.15,78.41,38.5,136.58,Control 2
18.56,77.1,38.57,133.48,Control 2
18.83,76.73,38.53,131.16,Control 2
18.68,73.39,38.55,133.82,Control 2
18.18,72.19,38.5,130.49,Control 2
17.81,72.26,38.46,129.79,Control 2
17.24,72.2,38.43,129.69,Control 2
16.96,73.72,38.44,135.69,Control 2
16.65,74.55,38.48,132.87,Control 2
16.02,73.67,38.41,126.92,Control 2
14.31,72.48,38.37,136.11,Control 2
12.79,71.78,38.36,135.76,Control 2
11.68,71.43,38.35,134.71,Control 2
10.9,71.4,38.35,135.64,Control 2
10.28,71.29,38.31,134.47,Control 2
9.86,71.48,38.29,136.78,Control 2
9.51,71.63,38.4,131.61,Control 2
9.41,71.77,38.42,132.4,Control 2
9.39,72.21,38.37,131.98,Control 2
10.02,73.48,38.39,127.29,Control 2
11.89,75.99,38.42,127.48,Control 2
16.42,79.01,38.46,128.63,Control 2
21.67,79.6,38.57,135.08,Control 2
25.65,75.13,38.63,143.99,Control 2
27.91,73.66,38.61,133.88,Control 2
29.26,73.45,38.59,130.69,Control 2
29.13,73.87,38.62,135.03,Control 2
27.61,70.82,38.61,131.91,Control 2
24.61,66.34,38.58,129.57,Control 2
21.78,66.36,38.51,131.22,Control 2
19.3,66.88,38.49,131.59,Control 2
17.7,67.67,38.44,126.95,Control 2
16.96,68.69,38.43,133.53,Control 2
16.18,69.41,38.45,134.09,Control 2
15.45,69.33,38.4,130.04,Control 2
14.89,69.24,38.45,136.05,Control 2
14.36,68.82,38.38,135.86,Control 2
13.8,68.17,38.42,137.77,Control 2
13.32,68.42,38.34,135.92,Control 2
12.84,67.87,38.35,130.88,Control 2
12.42,68.1,38.39,130.7,Control 2
12.03,67.92,38.42,131.08,Control 2
11.74,68.29,38.41,127.63,Control 2
12.31,69.77,38.44,135.64,Control 2
14.22,73.95,38.42,126.63,Control 2
18.56,75.74,38.51,130.4,Control 2
22,72.32,38.57,137.79,Control 2
24.58,67.46,38.59,134.75,Control 2
24.66,68.73,38.61,136.06,Control 2
25.88,68.08,38.6,132.8,Control 2
25.93,71.33,38.58,133.97,Control 2
24.12,69.46,38.58,137.25,Control 2
21.24,66.81,38.54,135.21,Control 2
19.71,66.66,38.5,137.24,Control 2
17.24,66.09,38.44,131.71,Control 2
16.21,67.28,38.42,131.93,Control 2
15.5,66.89,38.42,133.27,Control 2
14.84,67.21,38.4,134.88,Control 2
14.42,66.72,38.4,133.88,Control 2
13.98,66.86,38.37,131.5,Control 2
13.47,66.75,38.37,141.33,Control 2
12.94,66.57,38.37,129.44,Control 2
12.59,66.05,38.38,136.01,Control 2
12.16,66.1,38.31,135.41,Control 2
11.84,66.7,38.33,135.03,Control 2
11.71,66.9,38.35,138.13,Control 2
11.74,67.15,38.33,137.11,Control 2
12.32,68.99,38.35,135.31,Control 2
14.17,72.39,38.4,135.16,Control 2
17.26,74.28,38.46,133.28,Control 2
20.59,71.09,38.48,131.46,Control 2
23.18,66.4,38.56,138.56,Control 2
24.46,65.23,38.55,140.36,Control 2
25.3,65.52,38.58,136.41,Control 2
24.68,69.39,38.58,136.45,Control 2
24.02,69.24,38.57,136.82,Control 2
22.24,67.13,38.54,135.69,Control 2
19.65,66.88,38.52,140.68,Control 2
18.05,66.38,38.46,136.55,Control 2
16.88,67.08,38.41,137.92,Control 2
16.22,67.1,38.43,134.81,Control 2
15.68,67.6,38.42,135.85,Control 2
15.21,67.8,38.4,137.62,Control 2
15.09,67.52,38.39,137.18,Control 2
14.54,66.91,38.4,139.3,Control 2
14.1,67.35,38.37,137.62,Control 2
13.77,66.53,38.36,140.08,Control 2
13.45,66.4,38.36,139.06,Control 2
12.83,66.03,38.3,140.14,Control 2
12.19,65.94,38.32,140.09,Control 2
11.95,66.44,38.35,135.8,Control 2
12.72,68.4,38.33,135.65,Control 2
14.4,70.89,38.39,133.47,Control 2
16.72,73.46,38.43,133.69,Control 2
20.4,71.05,38.52,132.59,Control 2
23.22,63.22,38.56,142.92,Control 2
24.45,62.23,38.56,137.51,Control 2
25.14,65.22,38.6,134.47,Control 2
25.1,62.61,38.57,132.73,Control 2
24.17,65.51,38.56,135.87,Control 2
23.02,65.02,38.56,135.85,Control 2
20.57,66.07,38.48,140.4,Control 2
18.11,65.67,38.43,132.95,Control 2
16.67,66.72,38.42,131.76,Control 2
16.15,67.09,38.38,132.84,Control 2
15.71,66.9,38.39,134.54,Control 2
15.17,66.52,38.4,128.31,Control 2
14.66,66.08,38.4,138.99,Control 2
14.2,66.33,38.35,132.63,Control 2
13.91,65.93,38.38,137.21,Control 2
13.48,66.09,38.31,135.87,Control 2
13.13,66.05,38.32,135.08,Control 2
12.7,66.48,38.42,130.83,Control 2
12.51,66.94,38.41,127.62,Control 2
12.6,67.19,38.37,130.63,Control 2
13.8,69.77,38.42,134.02,Control 2
16.75,72.03,38.45,127.87,Control 2
18.97,72.37,38.5,134.56,Control 2
20.88,71.63,38.53,132.81,Control 2
22.5,70.35,38.58,133.39,Control 2
23.96,66.82,38.58,130.17,Control 2
25.05,67.51,38.59,131.95,Control 2
25.19,68.46,38.58,135.09,Control 2
24.77,71.9,38.61,136.63,Control 2
23.86,71.18,38.58,135.85,Control 2
22.6,69.79,38.55,139.66,Control 2
20.91,68.36,38.51,132.69,Control 2
19.5,68.25,38.51,134.46,Control 2
18.7,68.49,38.44,136.41,Control 2
19.65,69.85,38.45,134.48,Control 2
19.94,69.85,38.5,134.93,Control 2
19.96,69.88,38.45,131.57,Control 2
19.93,70.01,38.44,137.6,Control 2
19.82,69.58,38.48,139.56,Control 2
19.59,69.97,38.48,134.12,Control 2
19.54,70.19,38.49,138.96,Control 2
19.41,69.53,38.47,134.95,Control 2
19.08,69.88,38.5,133.36,Control 2
18.99,71.01,38.46,128.05,Control 2
19.5,71.67,38.49,133.24,Control 2
20.15,72.36,38.5,137.2,Control 2
21.14,72.96,38.53,133.77,Control 2
22.5,72.74,38.6,133.92,Control 2
22.33,74.22,38.57,140.08,Control 2
23.5,72.11,38.59,134.43,Control 2
22.92,73.49,38.61,140.16,Control 2
22.79,73,38.57,135.5,Control 2
22.72,73.03,38.6,134.35,Control 2
22.51,71.8,38.56,138.22,Control 2
21.75,70.84,38.52,138.59,Control 2
20.8,70.24,38.5,131.88,Control 2
20.55,69.7,38.47,132.36,Control 2
19.69,68.89,38.47,134.06,Control 2
19.18,68.76,38.47,140.06,Control 2
18.14,68.43,38.44,134.77,Control 2
18.4,69.58,38.46,137.66,Control 2
19.04,70.15,38.45,135.31,Control 2
18.82,70.09,38.43,137.73,Control 2
18.72,70.99,38.44,135.64,Control 2
18.96,71.4,38.44,140.43,Control 2
19.02,71.47,38.47,137.97,Control 2
18.87,71.45,38.49,131.25,Control 2
18.85,71.82,38.53,134.22,Control 2
19.4,73.21,38.52,134.93,Control 2
19.98,73.98,38.51,135.01,Control 2
20.56,74.08,38.53,136.94,Control 2
21.64,72.04,38.57,131.99,Control 2
23.14,69.61,38.61,133.21,Control 2
25.9,69.69,38.63,135.46,Control 2
27.4,69.93,38.64,134.3,Control 2
27.66,72.05,38.62,135.18,Control 2
26.01,73.05,38.6,131.82,Control 2
24.03,71.77,38.57,131.77,Control 2
21.72,69.66,38.52,133.68,Control 2
19.74,67.09,38.49,132.96,Control 2
18.15,67.87,38.44,132.71,Control 2
17.13,68.69,38.45,132.72,Control 2
16.32,68.74,38.45,128.62,Control 2
15.26,67.93,38.42,133.37,Control 2
14.22,67.53,38.35,137.02,Control 2
13.46,66.72,38.36,133.17,Control 2
12.7,65.96,38.34,131.67,Control 2
12.08,65.85,38.39,132.81,Control 2
11.63,66.06,38.32,130.92,Control 2
11.19,66.23,38.38,130.54,Control 2
10.85,66.16,38.4,133.84,Control 2
10.38,66.62,38.36,134.57,Control 2
10.97,68.5,38.37,130.44,Control 2
12.96,72.35,38.38,129.07,Control 2
16.11,74.99,38.45,132.72,Control 2
20.61,72.85,38.5,136.63,Control 2
22.6,69.76,38.55,137.91,Control 2
23.77,68.59,38.55,139.67,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
17.03,67.83,36.5,150,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
,,,,Control 2
16.05,68.75,36.35,141.52,Control 2
16.07,69.21,36.35,148.41,Control 2
15.76,70.01,36.37,145.42,Control 2
15.73,69.23,36.34,140.4,Control 2
15.14,68.83,36.45,154.65,Control 2
14.3,69.44,36.81,175.97,Control 2
14.01,69.2,36.85,179.47,Control 2
13.76,69.71,36.65,160.32,Control 2
13.5,69.53,36.4,145.12,Control 2
13.53,70.33,36.33,136.36,Control 2
13.5,69.84,36.36,137.14,Control 2
13.78,70.69,36.4,141.5,Control 2
14.18,71.43,36.36,136.5,Control 2
14.34,71.86,36.38,140.1,Control 2
14.51,72.45,36.39,140.66,Control 2
25.43,53.48,39.11,125.56,Control 3
24.37,53.56,39.12,135.48,Control 3
22.99,53.79,39.1,131.35,Control 3
21.95,54.13,39.09,136.92,Control 3
21.32,54.82,39.06,132.57,Control 3
20.77,55.75,39.07,133.29,Control 3
20.31,56.59,39.05,131.19,Control 3
19.97,57.18,39.06,131.52,Control 3
19.72,57.9,39.04,133.78,Control 3
